Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,55.0,55.0,55.0,55.0,45.027557373046875,2500.0
2010-01-05,50.0,57.0,50.0,50.0,40.93414306640625,0.0
2010-01-06,50.0,54.5,50.0,50.0,40.93414306640625,0.0
2010-01-07,55.0,55.0,55.0,55.0,45.027557373046875,43.0
2010-01-08,51.0,51.0,50.0,51.0,41.752830505371094,1400.0
2010-01-11,44.0,51.0,44.0,44.0,36.02204513549805,2000.0
2010-01-12,50.0,50.0,50.0,50.0,40.93414306640625,300.0
2010-01-13,49.9900016784668,56.099998474121094,49.9900016784668,49.9900016784668,40.92596435546875,600.0
2010-01-14,46.5,49.9900016784668,46.5,46.5,38.068756103515625,0.0
2010-01-15,50.0,50.0,49.9900016784668,50.0,40.93414306640625,200.0
2010-01-18,50.0,50.0,50.0,50.0,40.93414306640625,300.0
2010-01-19,50.0,50.0,50.0,50.0,40.93414306640625,600.0
2010-01-20,50.0,50.0,50.0,50.0,40.93414306640625,200.0
2010-01-21,46.5,49.9900016784668,46.5,46.5,38.068756103515625,0.0
2010-01-22,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,40.92596435546875,100.0
2010-01-25,46.5,49.9900016784668,46.5,46.5,38.068756103515625,0.0
2010-01-26,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,40.92596435546875,4.0
2010-01-27,46.5,49.88999938964844,46.5,46.5,38.068756103515625,0.0
2010-01-28,49.900001525878906,49.900001525878906,49.900001525878906,49.900001525878906,40.85226821899414,100.0
2010-01-29,46.5,49.88999938964844,46.5,46.5,38.068756103515625,0.0
2010-02-02,48.45000076293945,49.900001525878906,48.45000076293945,48.45000076293945,39.665184020996094,0.0
2010-02-03,48.45000076293945,49.88999938964844,48.45000076293945,48.45000076293945,39.665184020996094,0.0
2010-02-04,48.45000076293945,48.45000076293945,48.45000076293945,48.45000076293945,39.665184020996094,400.0
2010-02-05,46.5,49.88999938964844,46.5,46.5,38.068756103515625,0.0
2010-02-08,48.45000076293945,48.45000076293945,48.45000076293945,48.45000076293945,39.665184020996094,83.0
2010-02-09,48.470001220703125,48.470001220703125,48.470001220703125,48.470001220703125,39.681556701660156,100.0
2010-02-10,46.5,48.0,46.5,46.5,38.068756103515625,0.0
2010-02-11,46.5,47.9900016784668,46.5,46.5,38.068756103515625,0.0
2010-02-12,46.5,47.9900016784668,46.5,46.5,38.068756103515625,0.0
2010-02-15,47.0,47.0,42.099998474121094,47.0,38.47808837890625,7700.0
2010-02-16,47.0,49.88999938964844,47.0,47.0,38.47808837890625,2600.0
2010-02-17,49.900001525878906,49.900001525878906,49.88999938964844,49.900001525878906,40.85226821899414,6900.0
2010-02-18,47.0,52.0,47.0,47.0,38.47808837890625,0.0
2010-02-19,47.0,52.0,47.0,47.0,38.47808837890625,0.0
2010-02-22,49.91999816894531,52.0,49.91999816894531,49.91999816894531,40.868656158447266,0.0
2010-02-23,49.91999816894531,49.91999816894531,49.91999816894531,49.91999816894531,40.868656158447266,100.0
2010-02-24,48.459999084472656,48.459999084472656,48.459999084472656,48.459999084472656,39.67337417602539,200.0
2010-03-04,48.5,48.5,48.47999954223633,48.5,39.70613098144531,700.0
2010-03-05,51.5,52.0,51.5,51.5,42.16216278076172,2500.0
2010-03-10,51.0,51.0,51.0,51.0,41.752830505371094,15000.0
2010-03-11,50.18000030517578,50.18000030517578,50.18000030517578,50.18000030517578,41.08150863647461,200.0
2010-03-12,48.0,48.5,48.0,48.0,39.29677963256836,65100.0
2010-03-16,48.0,48.0,48.0,48.0,39.29677963256836,200.0
2010-03-22,40.0,40.0,40.0,40.0,32.747318267822266,0.0
2010-03-26,48.5,48.5,48.5,48.5,39.70613098144531,0.0
2010-03-29,48.5,48.5,48.5,48.5,39.70613098144531,2100.0
2010-04-05,49.0,49.0099983215332,49.0,49.0,40.11546325683594,800.0
2010-04-16,48.0,48.0,48.0,48.0,39.29677963256836,400.0
2010-04-26,51.0,54.0,48.0,51.0,41.752830505371094,100000.0
2010-04-29,,,,,,
2010-04-30,51.0,51.0,51.0,51.0,41.752830505371094,1100.0
2010-05-06,50.9900016784668,50.9900016784668,50.9900016784668,50.9900016784668,41.74464416503906,100.0
2010-05-19,40.099998474121094,50.0,40.099998474121094,50.0,40.93414306640625,1100.0
2010-05-20,50.0,50.0,40.099998474121094,50.0,40.93414306640625,1100.0
2010-05-21,50.79999923706055,50.79999923706055,50.0,50.79999923706055,41.589088439941406,1300.0
2010-05-24,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,41.589088439941406,0.0
2010-05-25,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,41.589088439941406,0.0
2010-05-26,50.79999923706055,50.79999923706055,50.79999923706055,50.79999923706055,41.589088439941406,0.0
2010-05-27,45.04999923706055,45.04999923706055,45.0,45.04999923706055,36.88166809082031,200.0
2010-06-01,50.0,50.0,50.0,50.0,40.93414306640625,200.0
2010-06-08,49.97999954223633,49.97999954223633,49.97999954223633,49.97999954223633,40.91777038574219,1500.0
2010-06-22,49.970001220703125,49.970001220703125,47.0,49.970001220703125,40.90958786010742,500.0
2010-07-06,47.5,49.959999084472656,47.5,47.5,38.8874397277832,2000.0
2010-07-07,49.95000076293945,49.95000076293945,47.5,49.95000076293945,40.89320373535156,1100.0
2010-08-02,49.5,49.5,49.5,49.5,40.524803161621094,300.0
2010-08-03,51.9900016784668,51.9900016784668,49.5,51.9900016784668,42.563323974609375,300.0
2010-08-23,51.97999954223633,51.9900016784668,46.790000915527344,51.97999954223633,42.55513381958008,13700.0
2010-08-26,49.5,50.0,49.5,49.5,40.524803161621094,37700.0
2010-08-27,49.5,49.5,49.5,49.5,40.524803161621094,3100.0
2010-08-30,49.75,49.75,49.75,49.75,40.72947311401367,10800.0
2010-08-31,51.4900016784668,51.4900016784668,49.79999923706055,51.4900016784668,42.15398025512695,800.0
2010-09-07,50.5,50.5,50.5,50.5,41.34349060058594,100.0
2010-09-08,50.5,50.5,50.5,50.5,41.34349060058594,100.0
2010-09-09,50.5,50.5,50.5,50.5,41.34349060058594,100.0
2010-09-13,50.5,50.5,50.5,50.5,41.34349060058594,100.0
2010-09-15,50.5,50.5,50.5,50.5,41.34349060058594,100.0
2010-09-20,50.5,50.5,50.5,50.5,41.34349060058594,2000.0
2010-10-06,49.5,52.0,49.5,49.5,40.524803161621094,3000.0
2010-10-07,49.5,49.5,49.5,49.5,40.524803161621094,300.0
2010-10-11,52.0,52.0,52.0,52.0,42.57150650024414,10000.0
2010-10-12,52.29999923706055,52.29999923706055,52.0,52.29999923706055,42.81711196899414,12600.0
2010-10-13,52.29999923706055,52.29999923706055,52.29999923706055,52.29999923706055,42.81711196899414,0.0
2010-10-21,51.0,51.0,51.0,51.0,41.752830505371094,0.0
2010-10-28,51.0,51.0,51.0,51.0,41.752830505371094,15000.0
2010-11-01,51.0,53.0,51.0,51.0,41.752830505371094,10600.0
2010-11-03,51.0,51.0,51.0,51.0,41.752830505371094,100.0
2010-11-04,53.099998474121094,53.099998474121094,52.9900016784668,53.099998474121094,43.47205352783203,10900.0
2010-11-08,51.0,51.0,51.0,51.0,41.752830505371094,600.0
2010-11-09,53.099998474121094,53.099998474121094,53.099998474121094,53.099998474121094,43.47205352783203,100.0
2010-11-10,52.310001373291016,54.0,52.0,52.310001373291016,42.82530212402344,1100.0
2010-11-11,52.0,52.0,51.0,52.0,42.57150650024414,1500.0
