Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,47.970001220703125,48.119998931884766,47.20000076293945,47.970001220703125,38.12654113769531,2650500
2010-01-05,47.7400016784668,48.099998474121094,47.5,47.7400016784668,37.94374084472656,2904500
2010-01-06,47.869998931884766,47.97999954223633,47.0,47.869998931884766,38.04707336425781,4237200
2010-01-07,47.83000183105469,48.0,47.310001373291016,47.83000183105469,38.01527786254883,1136300
2010-01-08,47.33000183105469,48.0,47.0099983215332,47.33000183105469,37.61787414550781,997700
2010-01-11,46.040000915527344,47.33000183105469,45.86000061035156,46.040000915527344,36.59257888793945,3167500
2010-01-12,45.45000076293945,46.29999923706055,45.209999084472656,45.45000076293945,36.1236572265625,4878000
2010-01-13,46.369998931884766,46.59000015258789,45.459999084472656,46.369998931884766,36.85485076904297,4064900
2010-01-14,47.33000183105469,47.66999816894531,45.61000061035156,47.33000183105469,37.61787414550781,5632300
2010-01-15,46.79999923706055,47.5,46.29999923706055,46.79999923706055,37.196624755859375,4151000
2010-01-18,47.279998779296875,47.5,46.79999923706055,47.279998779296875,37.578128814697266,1007800
2010-01-19,47.25,47.540000915527344,46.88999938964844,47.25,37.554283142089844,2807200
2010-01-20,46.720001220703125,47.5,46.31999969482422,46.720001220703125,37.133052825927734,3858700
2010-01-21,46.7599983215332,46.9900016784668,45.900001525878906,46.7599983215332,37.16484069824219,5631700
2010-01-22,45.900001525878906,46.7599983215332,45.709999084472656,45.900001525878906,36.4813117980957,3944700
2010-01-25,44.470001220703125,45.900001525878906,44.220001220703125,44.470001220703125,35.344749450683594,4696900
2010-01-26,43.47999954223633,44.5,43.11000061035156,43.47999954223633,34.55789566040039,4387600
2010-01-27,41.81999969482422,43.47999954223633,41.25,41.81999969482422,33.23851776123047,10789900
2010-01-28,43.220001220703125,43.45000076293945,41.40999984741211,43.220001220703125,34.35123825073242,5194400
2010-01-29,43.0099983215332,43.79999923706055,42.599998474121094,43.0099983215332,34.1843376159668,9020400
2010-02-02,45.439998626708984,45.95000076293945,43.5,45.439998626708984,36.11570358276367,6056800
2010-02-03,46.380001068115234,46.5,45.0,46.380001068115234,36.862815856933594,6298500
2010-02-04,45.529998779296875,46.09000015258789,45.0,45.529998779296875,36.187225341796875,8148700
2010-02-05,46.349998474121094,47.0,44.119998931884766,46.349998474121094,36.83897018432617,4573200
2010-02-08,45.36000061035156,47.16999816894531,44.970001220703125,45.36000061035156,36.052127838134766,6446300
2010-02-09,44.40999984741211,46.06999969482422,43.79999923706055,44.40999984741211,35.297061920166016,4462000
2010-02-10,44.060001373291016,44.61000061035156,43.45000076293945,44.060001373291016,35.01887130737305,8212700
2010-02-11,44.689998626708984,44.79999923706055,43.97999954223633,44.689998626708984,35.51959228515625,3213800
2010-02-12,45.220001220703125,45.88999938964844,44.25,45.220001220703125,35.940834045410156,7551200
2010-02-15,45.2599983215332,45.83000183105469,45.130001068115234,45.2599983215332,35.97263717651367,223700
2010-02-16,46.18000030517578,46.5,45.09000015258789,46.18000030517578,36.703857421875,4459900
2010-02-17,45.54999923706055,46.54999923706055,45.029998779296875,45.54999923706055,36.203128814697266,2839700
2010-02-18,48.029998779296875,48.20000076293945,45.25,48.029998779296875,38.17424011230469,7661000
2010-02-19,48.689998626708984,48.900001525878906,47.33000183105469,48.689998626708984,38.69880294799805,4597600
2010-02-22,47.939998626708984,48.689998626708984,47.86000061035156,47.939998626708984,38.10269546508789,6039400
